comments,emotional_label
gadhee kana tauu hin oolu harka keessaa qabu,5
rabbi gubu dhiigni haacaaluu garbicha kana baasuuf jira fokkisaa ilmaan diqaalaa ijoollee minilik,5
diqaalota ilmaan haadha jala dhufte taayyee gatiin kees dua qofa,5
rabbi balaa ati hin beekne sitti buusu ooltee hin buliin,5
doomaa kaayyoo fira keetii galmaan gauuf nyaachifte doomaa wayii diqaalaa fincaan nafxanyaan guddate,5
sareedha ati sirna oromoo nyaatu nurratti ijaara jiru paartii utuu ati duute tahee maal taa hooggansa cundhuraa,5
sanyii kadhattuu atis dua hacaaluu qaqqabe dhiyootti eeggadhu,5
diqaalaa ilmaan mililik isini gantoonni oromoo fakkaatee oromoo ficcisiisaa jiru,5
diqaalaa bulguu biyyee nyaadhu,5
tortoraa budaa situu nyaate hacee,5
dhala diqaalaa nu nyaattee oromoof gadduu odeessitaa ati amma,5
diqaalaa mataa dhoqqee wal argina boruu iftaan,5
hojii harka keessanii gabaabaa argattu diqaalota haadha keessanii,5
maal abbaa keetii garbicha haadharaawu eeggadhu dhumti gahee jira dogoggora lamuu hin sirreeffamne hojjattanii baraa keessanis dhumattee beekkadhaa ammaa wal dhagahuun hafee jira,5
ilmoo diqaalaa afaan qabi bakka fedhii keessaniin isiniif gahan mitii harroota haadharawu silas maal yaaddu diqaalota,5
diqaalaa afaan bartedha birriif jettee booicha harmeetti qoosta mitii seenaan si gaafata gaafa guyyaan geesse ilmoo kadhattu,5
tarii akkasitti hafu sitti fakkaate taa gaafatama seenaa jalaa baatu miti sammuu furrii baattee rakkatte atis,5
dhoqqee sammuu dhoqqeeti ati duris titiisa damma eeguumoo ati nama seenaa miilaan hojjattee sammuun balleessedha sareen bakkuma nyaattuuf dutti jedha oromoon abbaa garaa garaa keetiif duuta ati,5
gurbaa miilli mataa nanaa ati bokoktetti hin haftu abshir oromoon si hin dhalchine siiin ati ilma haraamuuti,5
namicha sammuun furrii kana firri hidhatu hin jirumoo maal ijoo harreen,5
gadheen nama gadi qabu dhabdee uummatni madaahee dhiigee kanatti daqiqaa shaniif madoofte argitee sirraa gala gaafatamaa seenaa jalaa hin baatu ati yoomiyyuu,5
gowwaa baayee argeera fayyisaa kana argee hin beeku barumsa dhabuurra duuu wayya wallaalaan hin dhalatiin dhalatus hin guddatiin kosii haadha keetii,5
dooma garaa guuttatte hin teessuu afaan qabattee saree,5
namittii diqaalaa nanaa afaan qabattee teesse maal qaba,5
gurbaa albaaaa kana warri biltsiginnaa mana yaalaa geeffadhaa gadheen oromoo hin dhalatiin dhalatus hin guddatiin,5
waraabessa haadha keetii atis dhaqii wajjin foon nyaadhu kunoo nu nyaachaa jiruu sodaattuu haadha keetii qooda mucaa kana arrabsitu hojii diinaa guyyuma tokkollee hin balaaleffattu sanyiin abaaramaa taee badu,5
ati maal goota sammuu furrii siif laateeraa bukeessi,5
tortoraa wayii ati sammuun furriidha nama sammuun madooshaa wanti hundi mismaara fakkaata jedhan,5
gurbaa saree nana ati garaadhuma keef duuta mitii mataan millaa hin tau jedhe mallas ati maalumaaf callistee hin fiigduu kara deemaan nama buddeen tokko nyaachuuf dhugaa dhoksee soba leellisu miti horii wayii warra oromoo qalee wajjiin ati garagarummaa hin qabdu,5
furrii sammuun furrii,5
jara nama qale sanarraa adda taate tokko hin qabdu bulguun si caale hin jiru bineensa wayii,5
kosiii sammu furrii siinan arge,5
bulguu dadhabaa saree,5
ati furriidha gowwaa waanuma haasoftu hin beekne,5
harree loqoda shanee shan haadha hin bulchiingadhee keetu warri mootummaa warri bosonaa hin araaramne mootummaa jala fiigee harka reebu sii halaaktu dhudhuuftu hin dagatiin,5
harree miilaan fiigdee carraa nama taate ati amma maal beekta diqaalaa,5
namittii diqaalaa kana dhiirri billaa diru tokko dhabamee bakakkaan sitti buu abboo,5
afuuftuu haadha saree minilik diqaalaa,5
gadheen nama hin dhalatiin dhalates hin guddatiin,5
maal abbaa gad albaata horii afaan margaa xiraaaa haasau hin beekne maal beekta ati amma garaan si dhale maseeneera taee wayya tureeyyu,5
sanyiin lafa badu gurbaa jaamaa nanaa sammuun kees dadhabaadha,5
amma gurbaa fayisa jedhan haadhasaa albaaa jiraa biyyeen si nyaatu ammayyuu dhala gaararraa,5
atis amma nama taatee shanee qeeqxaa diqaalaa nanaa,5
kosii kosiin faayidaa hin qabu atis faayidaa hin qabdu hin albaiin,5
gadhee hadharawuu afaan qabadhu,5
diqaalaa qomaaxaa haadha keetii ati maal hojjatte,5
kaleessas minilik wajjin oromoo duguugee saroota shawaa keesaatti dhalatee haras hayyoota oromoo ajjeesisa jiru haftee ilmaan gobanaati rabbiin abbaan dhugaa bakakkaa harkaa keessaa qabuu isinitti gadhiisuu,5
seexana ilmoo seexanaa,5
jaldessa maata furrii,5
sammuun illee gurraattii bifa keetiiti alaan fokkifte,5
ilma haati muka jalatti dhalte gadhee,5
saree bineensi jawaarii hoggantoota siyaasaa nyaate sillee nyaachuuf taaa bada bulguu bulguun dhalche,5
taayyee bifaan fokkiftu yaanni kees fokkisaadha,5
taayyeen summiidha ilmoo miniliki dhala diqaalaa,5
dhala araqee hidhaa jiraacchuu baatee maqaa isaa kaasuuf ofirra gadi teessa silas gadheen maalitti seenaa gootaa beekti farsoo bukoo haadha keetii,5
ati duraanuu nama jedhamtee hin waamamtu warri sitti aaru hundi kanuma harreen baaa baatee marga nyaachuu maal beekti keessaa bui namana,5
taayyee konkaa bineensa fakkaatu goorillaa saree keetii kanatu waaee hayyootaa dubbataa,5
bineensa ilma barandaa jalatti dhalate diqaalaa,5
jaldessa mataan furriin guutame,5
dhugaa jechuman siif dhabe haarritti maali isheen,5
ati seexana dhala namaa miti qaraancaa sanyii minilikguyyaa tokko oromoo gatii hin dhabdu abshir ati duuteellee gochi fakkaattota dhalaa keesssanirratti gumaa baanna,5
diqaalaa ilma haati muka jalatti dhalte,5
abbaa garaa jaamaa ija hin qabne,5
gurraacha fuula dhoqqee ati akkamiin nama ofiin jettee suufii uffattee deemta,5
diqaalaa fokkisaa sammuu furrii,5
jaldeessa mataa furrii,5
qomaaxaa haadhakee gantuun sii gadii maaltu jira,5
harreen gaafa nyaattu gaafa dhuuftu hin beektu jedhan sanyii goobanaa daaccee gantuu haadha,5
fokkisaa fokkinni isaa horiin caalu,5
diqaalaa ilmaan nafxanyootaa haati asitti gattee galte,5
ilmoo minilik sareen iddoo dhumaa nyaattuuf dutti,5
ilmoo sammuun doome ilma immiyyee minilik,5
dhoqqee mataa furrii ati dhalachuma hin qabdu ture jawaar diina tokkoffa dha jedhanuu hagana irratti hin duulle qabeenyi beekkamtiin ati kanaan argattu boru yeroon daaraa gooti,5
salamaa sammuu nafxanyaan yaadu gantuu,5
taayyee mataa xaasaa kanaan biyya bulchuu feetaa furrii mataatti baatte jaldeessa wayii,5
diqaalaa gantuu goobanaa daaccee,5
tortoraa carraan aangomte,5
atis amma nama taatee hayyoota qeeqaa doomaa sammuun hin hojjanne qomaaxicha rabbi dhabamaa si godhu,5
goorillaa ilma minilik nafxanyaa,5
bada gadhee garaaf jiraatu diqaalaa gowwaa wayii ilma minilik diqaalaa haadha keessanii kanaa nama jedhanii waamuu gadhee gadhee gadhee gadii,5
ilmaan diqaalaa minilik bada warra garaaf bulu bara mallasaa illee hin agarre goobanaa daaccee keetii,5
bada gadhee tortoraa sammuu doomaa biyyee nyaadhu,5
harreen nyaattee gangalachuu maalee maal beekti bulguu atis nama taatee jawaar qeequu keetii amma,5
bineensa bineensaa gadii buqqee sammuun duudaa,5
afuuftuu biltsiginnaa,5
diqaalaa haadha keetii ilmoo barandaa oromoo taatee kana dubbattee illee nama amansiisuu dandeessa ati nafxanyaad tauu hunduu bareera,5
bada konkaa tortoraa garaan nu gubate tortoraa keetii dadhabne,5
dhuguma ati harreedha doofaa of bartaa ati,5
harreen dhiitichoo halaakuu maal beeka,5
tortoraa ilma garaa,5
maalitti beekti gadheen lafa dhiirri olu rabbi sareedhaa gadi nama hin godhiin sareenuu nama foon sooree guddise hin ciniintu ati xinnoo xinnoodhaa gadii,5
goobanaa jaarraa 21 ffaa ati saree wayiiti,5
diqaalaa sanyii goobaanaa waaee namummaa hin beektu harreetti halaakuu,5
tortoraa sammuu doofaa,5
kees yeroon dhihoodha kana beekuu qabda ati bulguudha ati dua gadhee duuta gaafa duutuyyuu reeffi oromiyaa faala,5
osoodhuma ilma namaa illee fakkaattee bineensa haadha keetii silumaa dhiiga namaa dhugu bineensa diqaalaa haadha keetii ilma haadha salee,5
ilma kondomiin dhalatte albaikaa,5
albaatu wayii jawaar qeequuf hin saalfattuu gadhee wayii gita barbaaddadhu,5
diqaalaa haadharaawu qabsoo isaatiin aangootti baate amma afaan bantu,5
taayyee dandaaa araddoo diqaalaa haftee minilik,5
namichi kuni mataa dhiisee udduun yaada,5
konkaa tortoraa haadha keetii,5
ilma qomaaxaa nama taatee nama qeeqxaa jaldeessa wayii gaafa wayyaaneen kaballaan mana hidhaatii gurra si duuchu achii si baase leenca oromoo jawaar taee ni dagattee mata dhagaa haadharaawu,5
ganticha dildhuu garaa udaanii kanatu biyya bulchaa,5
atis amma nama ofiin jeetta saree,5
bada abbaa garaa ilma haadha sale ati hara hayyoota keenyatti akkanatti qooste gaafa tokko wal agarra dhala goorillaa,5
dhuma arguun hawwe bineensa buddeena nyaatu ati,5
fokkisaa wayii ati sareedha yoon jedhe sareen si caalti jaldeessa mataa furrii,5
budaa ilmaan waraabessaa,5
maal jettaa gowwaa osoon si argee ija keen balleessa diqaalaa wayii,5
rabbi dhabamaa si godhu,5
diqaalaa warra garaaf sabummaa hin beekne,5
furrii sammuu furrii,5
yaa gantuu ati qabsaaaa fakkaattee qabsaaota oromoo basaasuuf mana hidhaa wayyaanee hidhamte ilmaan oromoo ficcisiisaa turte gantuu hojiin fuula caala gokkisa na jibbisiiftu sitti himuu hin dandau,5
gowwaa nama nyaatu homaa hin beekne,5
bineensa sammu dhagaa maal jette,5
harricha hadha qeerroon sinitti muddaa jira dhala nafxanyaa,5
baga gammadde bineensa haadha diqaalaa haadha jala dhufte kana dadhabne,5
bulguu waa mara dhabaa wayii maal albaataa namichoo sammuu furrii,5
yaa niti nafixanya mal jeta salama,5
sariicha haadha bineensa bulguu namaa,5
ati nama foon nama nyaatu bar bineensa guyyaa,5
booyyee sammuu furrii akkanatti ssif hin haftu diqaalaa garba minilik,5
itoophiyaan hayyoota hiitee harroota keetiin bulaa jirti mitii amma bulguu haadharaawu,5
ati silayyuu sammuu maalii qabda tortoraa,5
bada tortoraa ilma shaarmuxaa sammuu qabdaa ati amma keessi hoo duwwaadha gadhe namaa,5
bulguu badi asii rabbi si balleessu tortoraa,5
dhoqqee garaa isaa guuttannaan diina oromoo nafxanyaatti gale,5
rabbi dafee dhabamaa si godhu addunyaa kana diqaalaa abbaan hin beekamne,5
booyyee diqaalaa ilma minilik nafxanyaan yoomilllee diina ye diqalla ilma milik nafxanya,5
taayyee mataa furrii,5
buqqeen duwwaadha sitti hin ilaalamu wallaalaa sammuu duwwaa,5
taayyee ati sammuu tortoraa baatta ilma haadharau,5
dhugaa rabbii ati konkaa haasaa qofaaf uumamedha,5
ilmoo bineensaa saree gadi galtuu namaa,5
tortoraa afaan ajaaaa bada diqaalicha akkanatti siif hin haftu eshii,5
ati nama taatee jawaar qeequu feetaa tortoraa afaan ajaau,5
diqaalaa ilmoo minilik rabbi si ajjeesu,5
warra foon namaa nyaatudha biltsiginnaa mataan tortoraa si gombisu gadhee,5
diqaalaa sammuu duwwaati ati,5
ilmoo nafxanyaa tauun bifa kanaan ifoome raajii arginee doomaa ministeera nagaa taee hojii gad deebii hojjatu mata dhagaa,5
tortoraa sammuu furrii,5
ati diqaalaa oromoo of godhu isuma wayya yaa bada hawwaanisa,5
diqaalaa fokkisaa sammuu furrii,5
bineensa nama fakkaatu,5
ilmooon diqaalaa garaaf oromoof quuqama durumayyuu gadhee,5
yaa ilma dhalate goote hin dagatiin diqaalaa,5
xiqqoo qabduf dafii garaa qabdu hunda albaii xumurii yaa bineensa afaan nama dubbatu,5
yaa bineensa fakkii nama usi goojjamee bulguu leenca due tisiisti gooya jedhan,5
sirriitti ibsiteetta dhugaan jiruu kanuma dha jiraadhu taye kenya ati sabboontota oromoon qabdu kessaa tokko dha,5
harreen namatti yaadu dhibdees namni harreetti yaadu hin dhabamu,5
yaa bineensa nama hin fakkaanne,5
ati dhuguma harreedha harreetti yaadu namatti hin yaadne,5
dhala diqaalaa haadha,5
kosii keetii kanatu biyya balleessaa jira,5
diqaalaa haadha keetii,5
kijibduu aangoof dhiiga uummataa xuuxu keetii meeti biraa gantuu,5
nama namaa gadii siin arge doomaa namaa,5
diqaalaa guyyaan kuni inuma darba eeggadhu wadala harree,5
diqaalaa irratti dhalate,5
ati oromo miti diqaalaa,5
diqaalaa oromoo taatee kana dubbattaa yaa gadhee nanaa,5
harree atis nama amma gadi deebituu namaa,5
ati nama miti harreedha harreen fean baatti,5
abbaa garaa ilma saree,5
tortortuu gaaf tokko si dhibdi jechi,5
obbo taayye gadi galoo namaa ati yoomuma namaati dubbachuu eegalta laata,5
ati dhuguma harreedha nama miti bulguu,5
ilma haadhaa raawu bara hudduun salamu ni dhufa,5
gantuu afuuftuu keetii uummanni bakka hin qabuuf shirri sammuu dhoqqee,5
harreen namatti yaaduu baattus namni harretti yaadu taayyeedha,5
dhoqqee haadharaawu hojii hin dhabdu yeroof barbaadde dubbachuu dandeessa namni si dhagahu hin jiru saree wayii,5
gantuun gadheenalagaa sodaattee lammiiobboleessa isheetti fokkortiyoomiyyu akkasitti biyyi nagaya hin argattugadhee garaaf bultu isheen osoon hin taane oromootti qoosaa jirtisi ibsuuf jechaan dhabejaldeessa wayi fakkaataa kunkan bifa qabatu amala qaba jedha oromoon,5
biyyee nyaadhu fokkisaa jaldeessa fakkaatu,5
haarree sin jedhe dhuguma beeka dha biyyee nyaadhu,5
ilmaan diqaalaa hin dagatiinaa gaafa kaffaltan qabdu,5
harree silas namummaa maaltu sitti dhagaama diqaalaa,5
diqaalaa waliin oromummaa himachuun salphina gadhee suura yeroon arge hirriba bulaa budaa nama nyaatu,5
duaa foon mataa,5
jaldeessa rabbiin balaa ati hin beekneen si darbatu,5
atis nama taatee haasofta mitii amma furrii haadhake,5
fuchii haadha salii atii namaa miti bineensa,5
saree wayii ati nama taatee nu bulchitaa amma gadhee ajaaaa,5
dhala diqaalaa gombifami,5
doofaa eegeen yaaddu gadhee keetii guyyaan sii dhufaa eegi,5
abboo rabbi bakakkaa sitti buusu,5
harree keetii biyya bulchaa jira barbaadde odeessita rabbi jedhe dhugaan ni mulatti gaaf tokko,5
gowwaan keetii hin dhalatiin dhalatus hin guddatiin dhala doofaa,5
tortooraa nama keetii argee hin beeku,5
gadi galoo dhugaan yeroosaatti bakkee ni baha,5
diqaalaa ilma minilik gaaf tokko inuma qabamta rabbi jedhee gadhee ilmaa,5
fokkisaa namaa hin qaaaneffattuu,5
albaatii kanatu biyya qileetti geessaa jira barri tplf ni darbe kees rabbi jira,5
hoolaan qalamus hin nyaatamuf kanuma qalan ture,5
dhala seexana,5
atii nama akkaamiiti atiidadhaabaa namaa,5
gadheen oromiyaa baayyachuutu haraa nu rakkisee gadhee,5
titisa damma hin eegani jedhama mitiree yaa titisaa biltsiginnaa,5
yaa nama mataa buqqee,5
harreen halaaktu dhudhuuftu hin beektu harree minilik yaabbatee dhufe siidha,5
diqaalaa sanyii galtuuti ati,5
dhoqqee kanumatu egama,5
harreen waanuma fean baatti haalaaki harricha nafxanyaan qarshiin si bitte,5
wanti ati dubbattus bifa keetii tortoraadha udaanii xiraaas,5
fokkisaa namaa nama hin fakkaanne diqaalaa wayii,5
taayyee sin jedhu hin qabu rabbi ija uummata oromoo duraa si dhabamsiisu,5
taayyee diqaalaa jaldeessa abaaramaa nanaa,5
abaarsi rabbii sirra jiraatu,5
doomaa bakka ijaa agartuu hin qabne mataa sammuu hin qabe nama namummaa hin qabneedha ati,5
ati mataan harreedha,5
ati harreedha beekumsas sammuus hin qabdu,5
tortoraa basasummaan waggaa kudhan mana hidhaa ture,5
ati diqaalaa mana farsoo dhalate oromoo miti,5
diqaalaa niitii nafxanyaa,5
qottoo sammuu furrii,5
yaa harree harree yaadu fokkisaa,5
duute atu duute yookanii eegadhuu guyyaa,5
ilmaa nafxanyaa bulguu sanyii minilik,5
maalii diqaalan bifaanis jechaanis hin tolle jibba nama dhuunfaan maraate argee beekuu,5
gadi jettee marga hin dheedne atis saa eegee xiqqoo dhabde ati harreedha,5
harreen namaatti yaadu jiraachuu baatus namni harreetti yaadu taayyeen jira,5
keetii nyaatee hagu maal beeka namicha argaaf hin tolle tortoraa,5
harreen ni baatti waaee nyaataa maal beekti haadha garaa wayii,5
diqaalaa sanyii minilik,5
taayyee bada jaldeessaa fuula namaa hin qabne gaafa ati amma albaatu kana deebsitee nyaatu fagoo miti,5
gadhee maqaa haacaaluu gaafa waamtu baayee na aarsita dhugaa nyaattee eenyutti qabachuu barbaadda bukoo sammuu dhoqqee,5
biyyee nyaadhu harricha,5
ilma diqaalaa yaa ilmaan shaarmuxaa wal argina gaafa guyyaan darbe,5
atis guyya tokko gatii hojii kanaa ni argatta gadhee garaaf bitame,5
diqaalaa haadharaawu,5
diqaalaa ilmoo irratti dhalatte ilma goobanaa daaccee,5
ilma sharmuxaa diqaalaa afaan oromoo barte,5
tortoraa sammuu tortoraa garaa keetiif buli ati guyyaa tokko atis gatii argachuuf jirta,5
yaa sanyii diqalaa,5
diqaalaa salamtuu dubbiin udaanii ajooftu yaa goorillaa bifa nama hin qabne,5
yaa tortoraa ilmaa goobana jedhan sunii sidhaa dua namatti qoosu diqaalicha,5
saree afaan qabadhu bineensa ilma nafxanyaa,5
bada bulguu biyyee nyaadhu fokkisaa warabeessa wayii,5
rabbi duaan lafarraa si kaasu sanyii jaldeessaa,5
ilmoo nafxanyaa lafa kana si dabarsu waaqni gadi galoo,5
ati wadala harree sabaatti qabnu keessaa hangafaati harree gadi galoo wayii,5
dhiira gowwaa waaqayyo lafa fixu albaaa wayii jecha daaimni illee hin haasofne miidiyaatti baatee haasoftaa gadhee garaa fincaanii kana,5
horii jabbiitti yaadu gowwaa,5
ati dhuguma miila mataa hin qabdu miilaan fiigda miilaan yaadda,5
wallaalaan keetii hin dhalatiin dhalatuus hin guddatiin,5
harkaan dhaabanii buqqisaa daboo kadhatan jedhu harree qabsaaaa jedhanii maqaa ati baachuu miti yaaduuyyuu hin dandeenye siif moggaasan wallaalaa sammuun furri gadhee miilaan yaadu,5
rabbi dhabamaa si godhu inshaallaa gadi deebituu wayii,5
diqaalaan waanuma fakkaate haasofti gadhee namaa,5
doomaa sammuu doomaa buqqee duudaa,5
beekumsi xiqqoo ulfaataadha goobanaa daaccee ati tokko gantuu nama kaleessaa baayee waliin dabarsan dagatanii xiqqeessuun amala nama wallaalaati wallaalaa,5
safuudhabboo uummata waraabessaa walitti nammee wal nyaatu akkasii sabakooti jedhanii himachuun nama saalfachiisa dhugaa,5
diqaalaa haati deesse ati jiraatti duedha dhala saree,5
ati sammuu furrii qabda maal beekta waaee gootaa furrii,5
nama miila mataa hin qabne kana maal godhu jaanfoftuu namaa,5
nama garaaf dhalate si qofan arge maali ati gadheen wayii dhalootni hafee gaarii ture,5
harree goobanaa daacee lammaffaa dhabamaa si godhu waaqayyo,5
gadheen keetii lafa hin jiraatiin dadhabaa sammuun duwwaa,5
gowwaan keetii hin dhalanne raatuu nama argee hin beeku,5
nama guddaa furrii ofirra dhangalaasaa deemu,5
afuuftuu haadha keetii saree mataan furrii kanatu nama jedhee waa dubbataa ammaa,5
diqaalaa haati muka jalatti dhalte konkaa,5
gadheen hin dhalatiin seenaa biyya kanaa abiy oromoo nyaatee nyaataa jiru hin argamne,5
afuuftuu miilli sammuu hin taatuu maaltu sii komata,5
ati afuuftuu sammuu furriiti,5
wadala harree halaakuu akkatti dhuufu hin beeku jedhan amma ati albaatu kana hin dagatiin siif hin dagannu,5
gowwaan hin dhalatiin dhalate hin guddatiin duris gowwaan beeku dubbata hanguma beektu dubbatte wallaalaa baqattee hin jalaa hin bahiin ariitee hin qabatiin teessee hin kaiin hin badhaadhiin deegi,5
gurbaa sammuu udaan kanaan polotikaa hin xiinxaliin jennaan diddee miila kanaan hojjadhu sammuun gatiin qabu taeef doofaa,5
tisiisa maal eegu silas waanuma sitti dhufe albai ajaaaa wayii,5
ati silmii dhoqqee keessaati buqqee sammuu qafoo,5
doofaa argeera doofaa keetii kana argee hin beeku jireenya kooo hin jiraatiin namittii nanaa,5
ati kam jechuu barbaaddeetidhoqqee haadha gaafa gindabarati barsiisaa barsiiftuu abbaa manaa haadha manaa ulfa jia toorbaa7 walirratti ajjeefaman abbaa ilma bakka tokkotti ajjeesan abuunaatti mana sirreessaa baasanii dararanii ajjeesan mootummaa mitti ajjeese afuufa jabbii wayyiii,5
mataa ittiin yaaddu hin qabdu buqqee sammuu duwwaa,5
ati haadha hin dhalanne haadha kanatti qoosta diqaalaa ilma harree,5
hojii waqnii safaree siif kennuu totoraa baasa hin beekne akkumaa faandoo fardaaa keessaa dhufteetti jirta maal haasofta kana biyyi nagaa hin arganne godhu,5
doomaa haadha keetii ati miilaan mataan yaaddu miti ati badi badduu namaa lafa kana si balleessu,5
doofaa maal shanee shanee jechaa ooltaa haadha jala gadi si deebisu,5
maal ati horiin sammuun firrii namni si gorsu dhabamee tortoraa wayii,5
gadhee kana sabaa nyaata jiru,5
harree wayii waaee harmee maalitti beekta diqaalaa,5
afaan luugamu lammata hin dubbatiinboola duude tai bakki ati jirtu wallallamuiddii tortorte taii badi,5
doomaa ati silas miila sammuu maali qabda,5
sanyiin oromiyaa irratti hin biqilin,5
uummata sammuu furrii kana himamus hin dhageessu dhiisuudha,5
